REC,RIA_RTE_ID,FRM_DFO,TO_DFO,HWY,HSYS,HNUM,DI,CO,CITY,RU,F_SYSTEM,SPD_MAX,HP_MED_W,NUM_LANES,SUR_W,ADT_YEAR,ADT_CUR,ADT_ADJ,TRK_AADT_PCT,AADT_TRUCKS,LANE_WIDTH,LEN_SEC,LN_MILES,DVMT,DTRKVMT,HY_1,HY_2,HY_3,HY_4
1,FM1327-KG,5.9479999999999995,6.357,FM1327,FM,1327,14,227,0,4,5,65,0,2,24,2019,7547,7547,7.8,585,12,0.409,0.818,3086.723,239.265,6069,5519,6009,4378
1,FM1327-KG,1.412,2.292,FM1327,FM,1327,14,227,0,4,4,65,10,2,26,2019,19602,19602,4.9,969,12,0.88,1.76,17249.76,852.72,17645,15054,14217,9585
1,FM1325-KG,5.58,5.595,FM1325,FM,1325,14,227,2100,4,3,55,0,4,62,2019,31251,31251,1.4,443,15,0.015,0.06,468.765,6.645,33660,27509,28921,26119
1,FM1327-KG,6.357,7.319,FM1327,FM,1327,14,227,29430,4,5,65,0,2,24,2019,7547,7547,7.8,585,12,0.9620000000000001,1.9240000000000002,7260.214,562.77,6069,5519,6009,4378
1,FM1325-KG,2.29,2.332,FM1325,FM,1325,14,227,0,4,4,55,0,4,60,2019,22984,22984,1.6,376,11,0.042,0.168,965.328,15.792,20194,20194,0,0
1,FM1327-KG,7.319,7.331,FM1327,FM,1327,14,227,29430,4,5,65,0,2,24,2019,7547,7547,7.8,585,12,0.012,0.024,90.564,7.02,6069,5519,6009,4378
1,FM1327-KG,0.16899999999999998,0.18100000000000002,FM1327,FM,1327,14,227,0,4,4,65,404,4,66,2019,19602,19602,4.9,969,12,0.012,0.048,235.22400000000002,11.628,17645,15054,14217,9585
1,FM1325-KG,5.954,7.874,FM1325,FM,1325,14,227,2100,4,3,45,0,4,62,2019,43326,43326,1.3,542,15,1.92,7.68,83185.92,1040.64,43120,38611,44673,44294
1,FM1327-KG,4.38,4.3839999999999995,FM1327,FM,1327,14,227,10170,4,4,55,10,2,26,2019,13933,13933,5.6,787,12,0.004,0.008,55.732,3.148,12806,11503,11884,7847
1,FM1325-KG,2.149,2.29,FM1325,FM,1325,14,227,0,4,4,55,0,4,60,2019,22984,22984,1.6,376,11,0.141,0.564,3240.744,53.016000000000005,20194,20194,0,0
1,FM1327-KG,0.258,0.29,FM1327,FM,1327,14,227,0,4,4,65,404,2,66,2019,19602,19602,4.9,969,12,0.032,0.064,627.264,31.008000000000003,17645,15054,14217,9585
1,FM1325-KG,8.148,8.171,FM1325,FM,1325,14,227,2100,4,3,45,40,4,56,2019,43326,43326,1.3,542,12,0.023,0.092,996.498,12.466,43120,38611,44673,44294
1,FM1327-KG,3.1639999999999997,3.236,FM1327,FM,1327,14,227,10170,4,4,65,10,2,26,2019,19602,19602,4.9,969,12,0.07200000000000001,0.14400000000000002,1411.344,69.768,17645,15054,14217,9585
1,FM1327-KG,0.0,0.011000000000000001,FM1327,FM,1327,14,227,2100,4,4,65,404,4,86,2019,19602,19602,4.9,969,12,0.011000000000000001,0.044000000000000004,215.622,10.659,17645,15054,14217,9585
1,FM1327-KG,0.297,0.337,FM1327,FM,1327,14,227,2100,4,4,65,410,2,60,2019,19602,19602,4.9,969,12,0.04,0.08,784.08,38.76,17645,15054,14217,9585
1,FM1325-KG,5.6579999999999995,5.876,FM1325,FM,1325,14,227,2100,4,3,55,0,4,62,2019,31251,31251,1.4,443,15,0.218,0.872,6812.718000000001,96.574,33660,27509,28921,26119
1,FM1325-KG,8.023,8.119,FM1325,FM,1325,14,227,2100,4,3,45,40,4,56,2019,43326,43326,1.3,542,12,0.096,0.384,4159.295999999999,52.032,43120,38611,44673,44294
1,FM1327-KG,2.2969999999999997,3.1639999999999997,FM1327,FM,1327,14,227,0,4,4,65,10,2,26,2019,19602,19602,4.9,969,12,0.867,1.734,16994.933999999997,840.123,17645,15054,14217,9585
1,FM1327-KG,0.29,0.297,FM1327,FM,1327,14,227,2100,4,4,65,404,2,66,2019,19602,19602,4.9,969,12,0.006999999999999999,0.013999999999999999,137.214,6.7829999999999995,17645,15054,14217,9585
1,FM1327-KG,2.292,2.2969999999999997,FM1327,FM,1327,14,227,0,4,4,65,10,2,26,2019,19602,19602,4.9,969,12,0.005,0.01,98.01,4.845,17645,15054,14217,9585
1,FM1327-KG,1.3880000000000001,1.392,FM1327,FM,1327,14,227,0,4,4,65,10,2,24,2019,19602,19602,4.9,969,12,0.004,0.008,78.408,3.8760000000000003,17645,15054,14217,9585
1,FM1325-KG,1.473,1.517,FM1325,FM,1325,14,227,0,4,4,55,1,4,44,2019,22984,22984,1.6,376,11,0.044000000000000004,0.17600000000000002,1011.296,16.544,20194,20194,0,0
1,FM1325-KG,8.12,8.148,FM1325,FM,1325,14,227,2100,4,3,45,40,4,56,2019,43326,43326,1.3,542,12,0.027999999999999997,0.11199999999999999,1213.128,15.175999999999998,43120,38611,44673,44294
1,FM1325-KG,1.4480000000000002,1.463,FM1325,FM,1325,14,227,0,4,4,55,0,4,44,2019,25272,25272,1.6,394,11,0.015,0.06,379.08,5.91,24516,21915,25276,20883
1,FM1327-KG,0.337,1.367,FM1327,FM,1327,14,227,2100,4,4,65,10,2,24,2019,19602,19602,4.9,969,12,1.03,2.06,20190.06,998.07,17645,15054,14217,9585
1,FM1325-KG,5.595,5.657,FM1325,FM,1325,14,227,2100,4,3,55,0,4,62,2019,31251,31251,1.4,443,15,0.062,0.248,1937.5620000000001,27.465999999999998,33660,27509,28921,26119
1,FM1327-KG,3.3680000000000003,4.38,FM1327,FM,1327,14,227,10170,4,4,55,10,2,26,2019,13933,13933,5.6,787,12,1.012,2.024,14100.196000000002,796.444,12806,11503,11884,7847
1,FM1325-KG,2.332,2.3409999999999997,FM1325,FM,1325,14,227,2100,4,4,55,0,4,60,2019,22984,22984,1.6,376,11,0.009000000000000001,0.036000000000000004,206.856,3.384,20194,20194,0,0
1,FM1327-KG,5.2379999999999995,5.5,FM1327,FM,1327,14,227,0,4,5,65,0,2,24,2019,7547,7547,7.8,585,12,0.262,0.524,1977.3139999999999,153.27,6069,5519,6009,4378
1,FM1325-KG,1.517,2.149,FM1325,FM,1325,14,227,0,4,4,55,1,4,59,2019,22984,22984,1.6,376,11,0.632,2.528,14525.888,237.632,20194,20194,0,0
1,FM1327-KG,0.011000000000000001,0.066,FM1327,FM,1327,14,227,2100,4,4,65,404,4,86,2019,19602,19602,4.9,969,12,0.055,0.22,1078.11,53.295,17645,15054,14217,9585
1,FM1327-KG,0.18100000000000002,0.258,FM1327,FM,1327,14,227,0,4,4,65,404,2,66,2019,19602,19602,4.9,969,12,0.077,0.154,1509.354,74.613,17645,15054,14217,9585
1,FM1327-KG,5.5,5.9479999999999995,FM1327,FM,1327,14,227,0,4,5,65,0,2,24,2019,7547,7547,7.8,585,12,0.44799999999999995,0.8959999999999999,3381.0559999999996,262.08,6069,5519,6009,4378
1,FM1327-KG,0.066,0.10400000000000001,FM1327,FM,1327,14,227,2100,4,4,65,404,4,86,2019,19602,19602,4.9,969,12,0.038,0.152,744.8760000000001,36.821999999999996,17645,15054,14217,9585
1,FM1327-KG,5.202999999999999,5.222,FM1327,FM,1327,14,227,0,4,5,50,10,2,26,2019,7547,7547,7.8,585,12,0.019,0.038,143.393,11.115,6069,5519,6009,4378
1,FM1327-KG,0.111,0.16899999999999998,FM1327,FM,1327,14,227,0,4,4,65,404,4,66,2019,19602,19602,4.9,969,12,0.057999999999999996,0.23199999999999998,1136.9160000000002,56.202,17645,15054,14217,9585
1,FM1325-KG,5.876,5.954,FM1325,FM,1325,14,227,2100,4,3,55,0,4,62,2019,43326,43326,1.3,542,15,0.078,0.312,3379.428,42.276,43120,38611,44673,44294
1,FM1327-KG,4.8469999999999995,5.202999999999999,FM1327,FM,1327,14,227,10170,4,5,50,10,2,26,2019,7547,7547,7.8,585,12,0.35600000000000004,0.7120000000000001,2686.732,208.26,6069,5519,6009,4378
1,FM1327-KG,4.805,4.827,FM1327,FM,1327,14,227,10170,4,5,55,10,2,26,2019,13933,13933,5.6,787,12,0.022000000000000002,0.044000000000000004,306.526,17.314,12806,11503,11884,7847
1,FM1825-KG,0.773,0.785,FM1825,FM,1825,14,227,0,4,4,50,8,4,62,2019,34668,34668,3.5,1199,15,0.012,0.048,416.01599999999996,14.388,34141,29793,32632,27383
1,FM1625-KG,4.814,4.87,FM1625,FM,1625,14,227,10170,4,5,45,0,2,20,2019,3820,3820,8.5,326,10,0.055999999999999994,0.11199999999999999,213.92,18.256,3819,3534,3515,2656
1,FM1625-KG,4.061,4.567,FM1625,FM,1625,14,227,10170,4,5,45,4,2,28,2019,5669,5669,9.3,526,12,0.506,1.012,2868.514,266.156,6758,6417,6343,4101
1,FM1626-KG,3.531,4.175,FM1626,FM,1626,14,227,0,4,4,55,1,4,24,2019,21793,21793,3.8,818,12,0.644,2.576,14034.692,526.7919999999999,21273,18051,19193,16303
1,FM1625-KG,1.495,2.315,FM1625,FM,1625,14,227,0,4,5,55,4,2,28,2019,4921,4921,9.2,451,12,0.82,1.64,4035.22,369.82,6715,5460,5904,5311
1,FM1825-KG,0.14400000000000002,0.201,FM1825,FM,1825,14,227,2100,4,4,50,0,4,78,2019,29879,29879,3.7,1093,15,0.057,0.228,1703.1029999999998,62.301,29814,29212,29930,24960
1,FM1626-KG,2.188,2.3080000000000003,FM1626,FM,1626,14,227,0,4,4,50,1,2,38,2019,23290,23290,3.6,845,12,0.12,0.24,2794.8,101.4,23290,17691,19644,18507
1,FM1825-KG,3.407,3.486,FM1825,FM,1825,14,227,32580,4,4,30,0,2,40,2019,20934,20934,4.3,895,12,0.079,0.158,1653.786,70.705,20270,17670,18056,16198
1,FM1825-KG,2.4859999999999998,2.502,FM1825,FM,1825,14,227,32580,4,4,45,8,2,46,2019,22430,22430,4.1,928,15,0.016,0.032,358.88,14.847999999999999,22010,19101,20213,17717
1,FM1625-KG,0.21100000000000002,0.359,FM1625,FM,1625,14,227,0,4,5,55,4,2,28,2019,6336,6336,8.6,548,12,0.14800000000000002,0.29600000000000004,937.7280000000001,81.104,6336,5183,5592,4482
1,FM1825-KG,3.846,3.9130000000000003,FM1825,FM,1825,14,227,32580,4,4,45,0,2,22,2019,20934,20934,4.3,895,10,0.067,0.134,1402.578,59.965,20270,17670,18056,16198
1,FM1626-KG,1.922,2.188,FM1626,FM,1626,14,227,0,4,4,50,1,2,38,2019,22853,22853,3.7,836,12,0.266,0.532,6078.898,222.37599999999998,20414,16965,17971,17843
1,FM1625-KG,4.567,4.801,FM1625,FM,1625,14,227,10170,4,5,45,0,2,28,2019,5669,5669,9.3,526,14,0.23399999999999999,0.46799999999999997,1326.546,123.084,6758,6417,6343,4101
1,FM1825-KG,0.862,1.156,FM1825,FM,1825,14,227,0,4,4,50,8,4,62,2019,34668,34668,3.5,1199,15,0.294,1.176,10192.392,352.506,34141,29793,32632,27383
1,FM1626-KG,0.77,0.8740000000000001,FM1626,FM,1626,14,227,0,4,4,55,1,2,24,2019,18705,18705,4.1,761,12,0.10400000000000001,0.20800000000000002,1945.32,79.14399999999999,17291,14454,15645,15989
1,FM1626-KG,1.767,1.87,FM1626,FM,1626,14,227,0,4,4,45,1,2,38,2019,18705,18705,4.1,761,12,0.10300000000000001,0.20600000000000002,1926.615,78.383,17291,14454,15645,15989
1,FM1625-KG,4.801,4.814,FM1625,FM,1625,14,227,10170,4,5,45,0,2,20,2019,5669,5669,9.3,526,10,0.013000000000000001,0.026000000000000002,73.697,6.837999999999999,6758,6417,6343,4101
1,FM1825-KG,3.2060000000000004,3.263,FM1825,FM,1825,14,227,32580,4,4,30,0,2,26,2019,20499,20499,4.3,886,12,0.057,0.114,1168.443,50.501999999999995,20268,17436,17816,15996
1,FM1625-KG,4.024,4.061,FM1625,FM,1625,14,227,10170,4,5,55,4,2,28,2019,5669,5669,9.3,526,12,0.037000000000000005,0.07400000000000001,209.753,19.462,6758,6417,6343,4101
1,FM1625-KG,3.137,3.457,FM1625,FM,1625,14,227,10170,4,5,55,4,2,28,2019,5669,5669,9.3,526,12,0.32,0.64,1814.08,168.32,6758,6417,6343,4101
1,FM1626-KG,3.25,3.281,FM1626,FM,1626,14,227,0,4,4,55,4,2,38,2019,21793,21793,3.8,818,12,0.031,0.062,675.5830000000001,25.358,21273,18051,19193,16303
1,FM1626-KG,3.221,3.25,FM1626,FM,1626,14,227,0,4,4,55,4,2,38,2019,19715,19715,4.0,780,12,0.028999999999999998,0.057999999999999996,571.735,22.62,17762,15622,16282,15099
1,FM1626-KG,2.7289999999999996,3.221,FM1626,FM,1626,14,227,0,4,4,50,4,2,38,2019,19715,19715,4.0,780,12,0.49200000000000005,0.9840000000000001,9699.78,383.76,17762,15622,16282,15099
1,FM1625-KG,0.196,0.21100000000000002,FM1625,FM,1625,14,227,0,4,5,55,4,2,28,2019,6336,6336,8.6,548,12,0.015,0.03,95.04,8.22,6336,5183,5592,4482
1,FM1825-KG,3.799,3.8160000000000003,FM1825,FM,1825,14,227,32580,4,4,45,0,2,22,2019,20934,20934,4.3,895,10,0.017,0.034,355.87800000000004,15.215,20270,17670,18056,16198
1,FM1626-KG,2.385,2.479,FM1626,FM,1626,14,227,0,4,4,45,1,2,38,2019,19715,19715,4.0,780,12,0.094,0.188,1853.21,73.32,17762,15622,16282,15099
1,FM1625-KG,3.1260000000000003,3.134,FM1625,FM,1625,14,227,0,4,5,55,4,2,28,2019,5669,5669,9.3,526,12,0.008,0.016,45.352,4.208,6758,6417,6343,4101
1,FM1825-KG,0.201,0.20600000000000002,FM1825,FM,1825,14,227,2100,4,4,50,8,4,62,2019,29879,29879,3.7,1093,15,0.005,0.02,149.395,5.465,29814,29212,29930,24960
1,FM1825-KG,2.217,2.485,FM1825,FM,1825,14,227,32580,4,4,50,8,4,62,2019,22430,22430,4.1,928,15,0.268,1.072,6011.24,248.704,22010,19101,20213,17717
1,FM1626-KG,0.8740000000000001,1.2930000000000001,FM1626,FM,1626,14,227,0,4,4,45,1,2,24,2019,18705,18705,4.1,761,12,0.419,0.838,7837.395,318.85900000000004,17291,14454,15645,15989
1,FM1825-KG,3.8160000000000003,3.846,FM1825,FM,1825,14,227,32580,4,4,45,0,2,22,2019,20934,20934,4.3,895,10,0.03,0.06,628.02,26.85,20270,17670,18056,16198
1,FM1625-KG,2.315,3.1260000000000003,FM1625,FM,1625,14,227,0,4,5,55,4,2,28,2019,5669,5669,9.3,526,12,0.8109999999999999,1.6219999999999999,4597.559,426.586,6758,6417,6343,4101
1,FM1825-KG,0.20600000000000002,0.72,FM1825,FM,1825,14,227,2100,4,4,50,8,4,62,2019,29879,29879,3.7,1093,15,0.514,2.056,15357.806,561.802,29814,29212,29930,24960
1,FM1625-KG,4.87,4.878,FM1625,FM,1625,14,227,10170,4,5,45,0,2,20,2019,3820,3820,8.5,326,10,0.008,0.016,30.56,2.608,3819,3534,3515,2656
1,FM1825-KG,3.096,3.2060000000000004,FM1825,FM,1825,14,227,32580,4,4,45,0,2,62,2019,20499,20499,4.3,886,15,0.11,0.22,2254.89,97.46,20268,17436,17816,15996
1,FM1626-KG,3.319,3.3560000000000003,FM1626,FM,1626,14,227,0,4,4,55,4,2,38,2019,21793,21793,3.8,818,12,0.037000000000000005,0.07400000000000001,806.341,30.266,21273,18051,19193,16303
1,FM1626-KG,1.499,1.767,FM1626,FM,1626,14,227,37870,4,4,45,1,2,38,2019,18705,18705,4.1,761,12,0.268,0.536,5012.94,203.94799999999998,17291,14454,15645,15989
1,FM1825-KG,3.017,3.093,FM1825,FM,1825,14,227,32580,4,4,45,0,2,62,2019,20499,20499,4.3,886,15,0.076,0.152,1557.924,67.336,20268,17436,17816,15996
1,FM1626-KG,2.5639999999999996,2.656,FM1626,FM,1626,14,227,0,4,4,50,1,2,38,2019,19715,19715,4.0,780,12,0.092,0.184,1813.78,71.76,17762,15622,16282,15099
1,FM1825-KG,2.502,2.968,FM1825,FM,1825,14,227,32580,4,4,45,0,2,62,2019,22430,22430,4.1,928,15,0.466,0.932,10452.38,432.44800000000004,22010,19101,20213,17717
1,FM1626-KG,2.479,2.5639999999999996,FM1626,FM,1626,14,227,0,4,4,45,1,2,38,2019,19715,19715,4.0,780,12,0.085,0.17,1675.775,66.3,17762,15622,16282,15099
1,FM1626-KG,1.2930000000000001,1.321,FM1626,FM,1626,14,227,0,4,4,45,1,2,38,2019,18705,18705,4.1,761,12,0.027999999999999997,0.055999999999999994,523.74,21.308000000000003,17291,14454,15645,15989
1,FM1625-KG,4.878,4.948,FM1625,FM,1625,14,227,10170,4,5,45,0,2,20,2019,3820,3820,8.5,326,10,0.07,0.14,267.4,22.82,3819,3534,3515,2656
1,FM1825-KG,0.72,0.773,FM1825,FM,1825,14,227,2100,4,4,50,8,4,62,2019,34668,34668,3.5,1199,15,0.053,0.212,1837.404,63.547,34141,29793,32632,27383
1,FM1625-KG,5.038,5.13,FM1625,FM,1625,14,227,0,4,5,35,8,2,20,2019,3820,3820,8.5,326,10,0.092,0.184,351.44,29.991999999999997,3819,3534,3515,2656
1,FM1825-KG,3.785,3.799,FM1825,FM,1825,14,227,32580,4,4,45,0,2,22,2019,20934,20934,4.3,895,10,0.013999999999999999,0.027999999999999997,293.07599999999996,12.53,20270,17670,18056,16198
1,FM1625-KG,3.457,3.464,FM1625,FM,1625,14,227,10170,4,5,55,4,2,28,2019,5669,5669,9.3,526,12,0.006999999999999999,0.013999999999999999,39.683,3.682,6758,6417,6343,4101
1,FM1626-KG,3.448,3.531,FM1626,FM,1626,14,227,0,4,4,55,4,4,38,2019,21793,21793,3.8,818,12,0.083,0.332,1808.819,67.89399999999999,21273,18051,19193,16303
1,FM1625-KG,1.489,1.495,FM1625,FM,1625,14,227,0,4,5,55,4,2,28,2019,4921,4921,9.2,451,12,0.006,0.012,29.526,2.7060000000000004,6715,5460,5904,5311
1,FM1825-KG,0.0,0.14400000000000002,FM1825,FM,1825,14,227,2100,4,4,50,0,4,63,2019,29879,29879,3.7,1093,15,0.14400000000000002,0.5760000000000001,4302.576,157.392,29814,29212,29930,24960
1,FM1626-KG,0.5670000000000001,0.77,FM1626,FM,1626,14,227,2100,4,4,55,1,2,24,2019,18705,18705,4.1,761,12,0.203,0.406,3797.115,154.483,17291,14454,15645,15989
1,FM1626-KG,3.281,3.319,FM1626,FM,1626,14,227,0,4,4,55,4,2,38,2019,21793,21793,3.8,818,12,0.038,0.076,828.1339999999999,31.084,21273,18051,19193,16303
1,FM1625-KG,3.464,4.018,FM1625,FM,1625,14,227,10170,4,5,55,4,2,28,2019,5669,5669,9.3,526,12,0.5539999999999999,1.1079999999999999,3140.6259999999997,291.404,6758,6417,6343,4101
1,FM1825-KG,3.093,3.096,FM1825,FM,1825,14,227,32580,4,4,45,0,2,62,2019,20499,20499,4.3,886,15,0.003,0.006,61.497,2.658,20268,17436,17816,15996
1,FM1626-KG,2.3080000000000003,2.352,FM1626,FM,1626,14,227,0,4,4,50,1,2,38,2019,23290,23290,3.6,845,12,0.044000000000000004,0.08800000000000001,1024.76,37.18,23290,17691,19644,18507
1,FM1625-KG,4.018,4.024,FM1625,FM,1625,14,227,10170,4,5,55,4,2,28,2019,5669,5669,9.3,526,12,0.006,0.012,34.014,3.156,6758,6417,6343,4101
1,FM1825-KG,0.785,0.862,FM1825,FM,1825,14,227,0,4,4,50,8,4,62,2019,34668,34668,3.5,1199,15,0.077,0.308,2669.4359999999997,92.323,34141,29793,32632,27383
1,FM1825-KG,2.485,2.4859999999999998,FM1825,FM,1825,14,227,32580,4,4,45,8,4,62,2019,22430,22430,4.1,928,15,0.001,0.004,22.43,0.9279999999999999,22010,19101,20213,17717
1,FM1626-KG,1.321,1.499,FM1626,FM,1626,14,227,0,4,4,45,1,2,38,2019,18705,18705,4.1,761,12,0.17800000000000002,0.35600000000000004,3329.49,135.458,17291,14454,15645,15989
1,FM1825-KG,3.263,3.407,FM1825,FM,1825,14,227,32580,4,4,30,0,2,26,2019,20934,20934,4.3,895,12,0.14400000000000002,0.28800000000000003,3014.4959999999996,128.88,20270,17670,18056,16198
1,FM1625-KG,3.134,3.137,FM1625,FM,1625,14,227,10170,4,5,55,4,2,28,2019,5669,5669,9.3,526,12,0.003,0.006,17.007,1.578,6758,6417,6343,4101
1,FM1626-KG,4.175,4.235,FM1626,FM,1626,14,227,0,4,4,55,1,4,24,2019,21793,21793,3.8,818,12,0.06,0.24,1307.58,49.08,21273,18051,19193,16303
1,FM1825-KG,2.988,3.017,FM1825,FM,1825,14,227,32580,4,4,45,0,2,62,2019,20499,20499,4.3,886,15,0.028999999999999998,0.057999999999999996,594.471,25.694000000000003,20268,17436,17816,15996
1,FM1626-KG,0.0,0.5670000000000001,FM1626,FM,1626,14,227,2100,4,4,55,1,2,24,2019,16259,16259,4.4,717,12,0.5670000000000001,1.1340000000000001,9218.853000000001,406.539,14556,12184,12648,13059
1,FM1825-KG,3.486,3.6860000000000004,FM1825,FM,1825,14,227,32580,4,4,45,0,2,26,2019,20934,20934,4.3,895,12,0.2,0.4,4186.8,179.0,20270,17670,18056,16198
1,FM1626-KG,3.3560000000000003,3.448,FM1626,FM,1626,14,227,0,4,4,55,4,3,38,2019,21793,21793,3.8,818,12,0.092,0.276,2004.9560000000001,75.256,21273,18051,19193,16303
1,FM1626-KG,1.87,1.922,FM1626,FM,1626,14,227,0,4,4,45,1,2,38,2019,22853,22853,3.7,836,12,0.052000000000000005,0.10400000000000001,1188.356,43.472,20414,16965,17971,17843
1,FM1625-KG,0.0,0.196,FM1625,FM,1625,14,227,0,4,5,55,4,2,28,2019,6336,6336,8.6,548,12,0.196,0.392,1241.856,107.40799999999999,6336,5183,5592,4482
1,FM1825-KG,3.6860000000000004,3.785,FM1825,FM,1825,14,227,32580,4,4,45,0,2,22,2019,20934,20934,4.3,895,10,0.099,0.198,2072.466,88.605,20270,17670,18056,16198
1,FM1825-KG,2.968,2.988,FM1825,FM,1825,14,227,32580,4,4,45,0,2,62,2019,20499,20499,4.3,886,15,0.02,0.04,409.98,17.72,20268,17436,17816,15996
1,FM1626-KG,4.235,4.236000000000001,FM1626,FM,1626,14,227,0,4,4,55,1,4,24,2019,21793,21793,3.8,818,12,0.001,0.004,21.793000000000003,0.818,21273,18051,19193,16303
1,FM1626-KG,2.352,2.385,FM1626,FM,1626,14,227,0,4,4,50,1,2,38,2019,19715,19715,4.0,780,12,0.033,0.066,650.595,25.74,17762,15622,16282,15099
1,FM1626-KG,2.656,2.7289999999999996,FM1626,FM,1626,14,227,0,4,4,50,4,2,38,2019,19715,19715,4.0,780,12,0.073,0.146,1439.195,56.94,17762,15622,16282,15099
1,FM1825-KG,1.156,2.217,FM1825,FM,1825,14,227,32580,4,4,50,8,4,62,2019,34668,34668,3.5,1199,15,1.061,4.244,36782.748,1272.139,34141,29793,32632,27383
1,FM1625-KG,4.948,5.038,FM1625,FM,1625,14,227,10170,4,5,35,8,2,20,2019,3820,3820,8.5,326,10,0.09,0.18,343.8,29.34,3819,3534,3515,2656
1,FM1625-KG,0.359,1.489,FM1625,FM,1625,14,227,0,4,5,55,4,2,28,2019,4921,4921,9.2,451,12,1.13,2.26,5560.73,509.63,6715,5460,5904,5311
1,FM2304-KG,2.056,2.063,FM2304,FM,2304,14,227,2100,4,4,45,13,2,63,2019,30772,30772,4.0,1217,12,0.006999999999999999,0.013999999999999999,215.40400000000002,8.519,34274,27067,31314,32625
1,FM2304-KG,2.055,2.056,FM2304,FM,2304,14,227,2100,4,3,45,13,4,63,2019,30772,30772,4.0,1217,12,0.001,0.004,30.772,1.217,34274,27067,31314,32625
1,FM2304-KG,3.367,3.378,FM2304,FM,2304,14,227,2100,4,4,50,13,2,63,2019,33703,33703,3.8,1280,12,0.011000000000000001,0.022000000000000002,370.733,14.08,31291,26600,31003,30484
1,FM2304-KG,0.797,0.7979999999999999,FM2304,FM,2304,14,227,2100,4,3,45,13,4,63,2019,33655,33655,3.8,1279,12,0.001,0.004,33.655,1.2790000000000001,35199,28891,32785,35493
1,FM2304-KG,2.5780000000000003,3.003,FM2304,FM,2304,14,227,2100,4,4,55,13,2,63,2019,33703,33703,3.8,1280,12,0.425,0.85,14323.775,544.0,31291,26600,31003,30484
1,FM2304-KG,3.3139999999999996,3.352,FM2304,FM,2304,14,227,2100,4,4,50,13,2,63,2019,33703,33703,3.8,1280,12,0.038,0.076,1280.714,48.64,31291,26600,31003,30484
1,FM2304-KG,3.0460000000000003,3.245,FM2304,FM,2304,14,227,2100,4,4,55,13,2,63,2019,33703,33703,3.8,1280,12,0.19899999999999998,0.39799999999999996,6706.897,254.72,31291,26600,31003,30484
1,FM2304-KG,3.378,3.384,FM2304,FM,2304,14,227,2100,4,4,50,4,2,38,2019,33703,33703,3.8,1280,12,0.006,0.012,202.218,7.68,31291,26600,31003,30484
1,FM2304-KG,3.594,3.8939999999999997,FM2304,FM,2304,14,227,0,4,4,50,4,2,38,2019,33703,33703,3.8,1280,12,0.3,0.6,10110.9,384.0,31291,26600,31003,30484
1,FM2304-KG,3.003,3.0460000000000003,FM2304,FM,2304,14,227,2100,4,4,55,13,2,63,2019,33703,33703,3.8,1280,12,0.043,0.086,1449.229,55.04,31291,26600,31003,30484
1,FM2304-KG,3.3569999999999998,3.367,FM2304,FM,2304,14,227,2100,4,4,50,13,2,63,2019,33703,33703,3.8,1280,12,0.01,0.02,337.03,12.8,31291,26600,31003,30484
1,FM2304-KG,0.805,1.107,FM2304,FM,2304,14,227,2100,4,3,45,13,4,63,2019,33655,33655,3.8,1279,12,0.302,1.208,10163.81,386.25800000000004,35199,28891,32785,35493
1,FM2304-KG,0.7979999999999999,0.805,FM2304,FM,2304,14,227,2100,4,3,45,13,4,63,2019,33655,33655,3.8,1279,12,0.006999999999999999,0.027999999999999997,235.585,8.953,35199,28891,32785,35493
1,FM2304-KG,3.384,3.594,FM2304,FM,2304,14,227,2100,4,4,50,4,2,38,2019,33703,33703,3.8,1280,12,0.21,0.42,7077.63,268.8,31291,26600,31003,30484
1,FM2304-KG,1.107,1.11,FM2304,FM,2304,14,227,2100,4,3,45,13,4,63,2019,33655,33655,3.8,1279,12,0.003,0.012,100.965,3.8369999999999997,35199,28891,32785,35493
1,FM2304-KG,2.373,2.379,FM2304,FM,2304,14,227,2100,4,4,55,13,2,63,2019,33703,33703,3.8,1280,12,0.006,0.012,202.218,7.68,31291,26600,31003,30484
1,FM2304-KG,2.263,2.373,FM2304,FM,2304,14,227,2100,4,4,55,13,2,63,2019,33703,33703,3.8,1280,12,0.11,0.22,3707.33,140.8,31291,26600,31003,30484
1,FM2304-KG,0.0,0.008,FM2304,FM,2304,14,227,2100,4,3,45,13,4,50,2019,33655,33655,3.8,1279,12,0.008,0.032,269.24,10.232000000000001,35199,28891,32785,35493
1,FM2304-KG,2.189,2.253,FM2304,FM,2304,14,227,2100,4,4,45,13,2,63,2019,33703,33703,3.8,1280,12,0.064,0.128,2156.992,81.92,31291,26600,31003,30484
1,FM2304-KG,2.253,2.263,FM2304,FM,2304,14,227,2100,4,4,45,13,2,63,2019,33703,33703,3.8,1280,12,0.01,0.02,337.03,12.8,31291,26600,31003,30484
1,FM2304-KG,3.245,3.3139999999999996,FM2304,FM,2304,14,227,2100,4,4,50,13,2,63,2019,33703,33703,3.8,1280,12,0.069,0.138,2325.507,88.32,31291,26600,31003,30484
1,FM2304-KG,4.51,4.52,FM2304,FM,2304,14,227,0,4,4,50,4,2,38,2019,18987,18987,7.4,1411,12,0.01,0.02,189.87,14.11,18987,16672,17564,16664
1,FM2304-KG,1.11,1.117,FM2304,FM,2304,14,227,2100,4,3,45,13,4,63,2019,33655,33655,3.8,1279,12,0.006999999999999999,0.027999999999999997,235.585,8.953,35199,28891,32785,35493
