REC,RIA_RTE_ID,FRM_DFO,TO_DFO,HWY,HSYS,HNUM,DI,CO,CITY,RU,F_SYSTEM,SPD_MAX,HP_MED_W,NUM_LANES,SUR_W,ADT_YEAR,ADT_CUR,ADT_ADJ,TRK_AADT_PCT,AADT_TRUCKS,LANE_WIDTH,LEN_SEC,LN_MILES,DVMT,DTRKVMT,HY_1,HY_2,HY_3,HY_4
1,RM2244-KG,4.037,4.188,RM2244,RM,2244,14,227,0,4,3,60,5,4,69,2019,19024,19024,4.5,853,12,0.151,0.604,2872.6240000000003,128.803,19573,17785,19435,18253
1,RM2222-KG,6.136,6.252000000000001,RM2222,RM,2222,14,227,2100,4,3,45,0,4,48,2019,25753,25753,3.9,1002,12,0.11599999999999999,0.46399999999999997,2987.348,116.23200000000001,27402,26084,27386,33589
1,RM1431-KG,51.412,51.428000000000004,RM1431,RM,1431,14,227,21270,1,4,50,4,4,62,2019,21818,21818,3.7,818,12,0.016,0.064,349.088,13.088,20913,18413,17699,13462
1,RM2244-KG,6.65,7.268,RM2244,RM,2244,14,227,0,4,3,45,10,4,64,2019,50463,50463,3.1,1546,16,0.618,2.472,31186.134,955.428,49430,46674,51592,52085
1,RM1431-KG,36.28,36.759,RM1431,RM,1431,14,227,0,1,5,55,5,2,20,2019,2085,2085,4.0,84,10,0.479,0.958,998.715,40.236,2156,1902,1903,2006
1,RM2222-KG,7.644,7.648,RM2222,RM,2222,14,227,2100,4,3,45,0,4,48,2019,25291,25291,3.9,992,12,0.004,0.016,101.164,3.968,27256,25450,27332,27030
1,RM3238-KG,5.688,6.406000000000001,RM3238,RM,3238,14,227,3330,4,4,55,6,2,10,2019,18798,18798,4.1,763,10,0.718,1.436,13496.964,547.8340000000001,17316,16341,16348,13867
1,RM2769-KG,6.166,6.171,RM2769,RM,2769,14,227,7670,4,4,45,3,2,22,2019,7048,7048,1.1,76,11,0.005,0.01,35.24,0.38,7248,6763,7837,6049
1,RM2244-KG,4.188,4.285,RM2244,RM,2244,14,227,0,4,3,60,5,4,69,2019,36545,36545,3.4,1240,12,0.09699999999999999,0.38799999999999996,3544.865,120.28,37648,34955,41847,38061
1,RM2222-KG,5.315,5.319,RM2222,RM,2222,14,227,2100,4,3,45,8,4,62,2019,27363,27363,3.8,1038,15,0.004,0.016,109.45200000000001,4.152,29445,28155,29887,29294
1,RM3238-KG,0.524,0.995,RM3238,RM,3238,14,227,0,1,4,55,8,2,24,2019,3582,3582,4.2,149,12,0.47100000000000003,0.9420000000000001,1687.122,70.179,3601,2965,3314,3425
1,RM1431-KG,52.885,52.952,RM1431,RM,1431,14,227,0,1,4,55,2,4,50,2019,23042,23042,3.6,840,12,0.067,0.268,1543.8139999999999,56.28,21401,19396,18534,16969
1,RM1431-KG,45.083,45.31,RM1431,RM,1431,14,227,23030,2,5,55,0,2,20,2019,6864,6864,4.7,323,10,0.22699999999999998,0.45399999999999996,1558.128,73.321,6961,6165,6070,5282
1,RM3238-KG,6.631,6.7829999999999995,RM3238,RM,3238,14,227,3330,4,4,55,6,2,10,2019,18798,18798,4.1,763,10,0.152,0.304,2857.296,115.976,17316,16341,16348,13867
1,RM2769-KG,6.885,7.017,RM2769,RM,2769,14,227,0,4,4,45,25,4,51,2019,25847,25847,3.6,927,12,0.132,0.528,3411.804,122.36399999999999,22986,18947,21405,15589
1,RM2244-KG,5.337000000000001,5.352,RM2244,RM,2244,14,227,0,4,3,60,10,4,64,2019,36545,36545,3.4,1240,16,0.015,0.06,548.175,18.6,37648,34955,41847,38061
1,RM2222-KG,10.071,10.636,RM2222,RM,2222,14,227,2100,4,3,35,0,4,44,2019,32197,32197,3.6,1144,11,0.565,2.26,18191.305,646.36,34181,31676,32925,31722
1,RM1431-KG,37.149,38.038000000000004,RM1431,RM,1431,14,227,0,1,5,55,1,2,20,2019,2085,2085,4.0,84,10,0.889,1.778,1853.565,74.676,2156,1902,1903,2006
1,RM1826-KG,3.613,3.656,RM1826,RM,1826,14,227,0,4,4,55,3,2,22,2019,14110,14110,4.8,677,11,0.043,0.086,606.73,29.111,12378,12937,13455,13291
1,RM2244-KG,9.834,9.957,RM2244,RM,2244,14,227,45180,4,3,35,0,4,48,2019,35767,35767,3.4,1223,12,0.12300000000000001,0.49200000000000005,4399.340999999999,150.429,32865,30314,33414,32452
1,RM2222-KG,8.68,8.704,RM2222,RM,2222,14,227,2100,4,3,35,14,4,69,2019,31193,31193,3.6,1122,12,0.024,0.096,748.632,26.928,32997,30693,32200,31965
1,RM1826-KG,0.902,3.182,RM1826,RM,1826,14,227,0,4,4,55,1,2,22,2019,17253,17253,4.3,734,11,2.28,4.56,39336.84,1673.52,15562,13400,15325,13708
1,RM2222-KG,0.992,1.482,RM2222,RM,2222,14,227,2100,4,3,60,0,4,50,2019,39042,39042,3.3,1295,12,0.49,1.96,19130.58,634.55,42777,39021,40304,38854
1,RM1431-KG,53.479,53.927,RM1431,RM,1431,14,227,0,4,4,55,2,4,50,2019,23042,23042,3.6,840,12,0.44799999999999995,1.7919999999999998,10322.815999999999,376.32,21401,19396,18534,16969
1,RM2222-KG,0.0,0.217,RM2222,RM,2222,14,227,2100,4,3,60,0,4,50,2019,39042,39042,3.3,1295,12,0.217,0.868,8472.114,281.015,42777,39021,40304,38854
1,RM1431-KG,51.175,51.412,RM1431,RM,1431,14,227,21270,1,4,50,4,4,62,2019,21818,21818,3.7,818,12,0.237,0.948,5170.866,193.86599999999999,20913,18413,17699,13462
1,RM3238-KG,1.1059999999999999,1.117,RM3238,RM,3238,14,227,0,1,4,55,1,2,20,2019,3582,3582,4.2,149,10,0.011000000000000001,0.022000000000000002,39.402,1.639,3601,2965,3314,3425
1,RM2769-KG,6.817,6.885,RM2769,RM,2769,14,227,0,4,4,45,25,4,51,2019,25847,25847,3.6,927,12,0.068,0.272,1757.596,63.036,22986,18947,21405,15589
1,RM2244-KG,8.907,8.951,RM2244,RM,2244,14,227,45180,4,3,35,0,4,48,2019,30248,30248,3.6,1101,12,0.044000000000000004,0.17600000000000002,1330.912,48.443999999999996,29306,26474,24311,29051
1,RM1826-KG,0.0,0.462,RM1826,RM,1826,14,227,2100,4,4,55,1,2,22,2019,17253,17253,4.3,734,11,0.462,0.924,7970.8859999999995,339.108,15562,13400,15325,13708
1,RM2222-KG,5.013999999999999,5.157,RM2222,RM,2222,14,227,2100,4,3,45,19,4,48,2019,47827,47827,3.1,1490,12,0.14300000000000002,0.5720000000000001,6839.2609999999995,213.07,51893,48294,49519,48835
1,RM1431-KG,52.174,52.573,RM1431,RM,1431,14,227,0,1,4,50,3,4,48,2019,23042,23042,3.6,840,12,0.39899999999999997,1.5959999999999999,9193.758,335.16,21401,19396,18534,16969
1,RM2222-KG,5.319,5.359,RM2222,RM,2222,14,227,2100,4,3,45,8,4,62,2019,27363,27363,3.8,1038,15,0.04,0.16,1094.52,41.52,29445,28155,29887,29294
1,RM1431-KG,55.556999999999995,55.626999999999995,RM1431,RM,1431,14,227,7670,4,4,55,10,4,26,2019,32479,32479,3.1,1010,11,0.07,0.28,2273.53,70.7,29840,25967,23337,22842
1,RM1431-KG,47.2,47.268,RM1431,RM,1431,14,227,23030,1,4,50,0,4,66,2019,18506,18506,4.1,759,12,0.068,0.272,1258.4080000000001,51.611999999999995,17734,14620,13665,11150
1,RM3238-KG,3.094,3.262,RM3238,RM,3238,14,227,0,1,4,55,1,2,20,2019,18798,18798,4.1,763,10,0.168,0.336,3158.0640000000003,128.184,17316,16341,16348,13867
1,RM2769-KG,5.752999999999999,6.166,RM2769,RM,2769,14,227,0,4,4,45,3,2,22,2019,7048,7048,1.1,76,11,0.413,0.826,2910.824,31.388,7248,6763,7837,6049
1,RM2244-KG,7.568,7.626,RM2244,RM,2244,14,227,0,4,3,45,8,6,70,2019,29075,29075,3.7,1075,12,0.057999999999999996,0.348,1686.35,62.35,28681,26942,31094,33214
1,RM2222-KG,8.72,8.722000000000001,RM2222,RM,2222,14,227,2100,4,3,35,14,4,69,2019,31193,31193,3.6,1122,12,0.002,0.008,62.386,2.244,32997,30693,32200,31965
1,RM2322-KG,2.244,4.586,RM2322,RM,2322,14,227,0,1,5,55,4,2,22,2019,4640,4640,9.5,440,11,2.342,4.684,10866.88,1030.48,4867,4607,4799,5108
1,RM2222-KG,4.831,4.8580000000000005,RM2222,RM,2222,14,227,2100,4,3,55,8,4,62,2019,47827,47827,3.1,1490,15,0.027000000000000003,0.10800000000000001,1291.329,40.23,51893,48294,49519,48835
1,RM2244-KG,10.583,10.618,RM2244,RM,2244,14,227,36400,4,3,40,0,4,48,2019,36433,36433,3.4,1239,12,0.035,0.14,1275.155,43.365,36498,33953,39314,40806
1,RM1431-KG,45.31,45.523,RM1431,RM,1431,14,227,23030,2,5,55,10,2,24,2019,6864,6864,4.7,323,10,0.213,0.426,1462.0320000000002,68.79899999999999,6961,6165,6070,5282
1,RM1431-KG,38.038000000000004,39.532,RM1431,RM,1431,14,227,0,1,5,55,1,2,20,2019,2085,2085,4.0,84,10,1.494,2.988,3114.99,125.49600000000001,2156,1902,1903,2006
1,RM3238-KG,6.806,6.846,RM3238,RM,3238,14,227,3330,4,4,55,6,2,10,2019,18798,18798,4.1,763,10,0.04,0.08,751.92,30.52,17316,16341,16348,13867
1,SH0045-KG,51.745,51.77,SH0045,SH,45,14,227,0,4,2,75,62,4,48,2019,20646,20646,31.2,6443,12,0.025,0.1,516.15,161.075,18476,17693,17533,14515
1,SH0045-KG,47.415,48.497,SH0045,SH,45,14,227,0,4,2,75,62,4,48,2019,15510,15510,36.3,5632,12,1.082,4.328,16781.82,6093.8240000000005,15510,15378,15031,13832
1,SH0045-KG,0.99,0.991,SH0045,SH,45,14,227,2100,4,4,65,50,4,66,2019,22674,22674,2.7,615,12,0.001,0.004,22.674,0.615,16410,15867,16546,16495
1,SH0045-KG,0.723,0.769,SH0045,SH,45,14,227,2100,4,4,65,50,4,66,2019,22674,22674,2.7,615,12,0.046,0.184,1043.004,28.29,16410,15867,16546,16495
1,SH0045-KG,47.153999999999996,47.415,SH0045,SH,45,14,227,29430,4,2,75,62,4,48,2019,15510,15510,36.3,5632,12,0.261,1.044,4048.11,1469.9520000000002,15510,15378,15031,13832
1,SH0045-KG,1.133,1.6640000000000001,SH0045,SH,45,14,227,2100,4,4,65,50,4,60,2019,22674,22674,2.7,615,12,0.531,2.124,12039.893999999998,326.565,16410,15867,16546,16495
1,SH0045-KG,0.0,0.174,SH0045,SH,45,14,227,2100,4,4,65,46,4,64,2019,22674,22674,2.7,615,12,0.174,0.696,3945.276,107.01,16410,15867,16546,16495
1,SH0045-KG,44.951,45.705,SH0045,SH,45,14,227,29430,4,2,75,62,4,48,2019,15510,15510,36.3,5632,12,0.754,3.016,11694.54,4246.528,15510,15378,15031,13832
1,SH0045-KG,48.497,48.5,SH0045,SH,45,14,227,0,4,2,75,62,4,48,2019,15510,15510,36.3,5632,12,0.003,0.012,46.53,16.896,15510,15378,15031,13832
1,SH0045-KG,1.015,1.133,SH0045,SH,45,14,227,2100,4,4,65,50,4,66,2019,22674,22674,2.7,615,12,0.11800000000000001,0.47200000000000003,2675.532,72.57,16410,15867,16546,16495
1,SH0045-KG,48.67100000000001,48.674,SH0045,SH,45,14,227,10170,4,2,75,62,4,48,2019,19709,19709,32.1,6329,12,0.003,0.012,59.126999999999995,18.987000000000002,18474,17691,17645,15161
1,SH0045-KG,44.871,44.951,SH0045,SH,45,14,227,0,4,2,75,62,4,48,2019,15510,15510,36.3,5632,12,0.08,0.32,1240.8,450.56,15510,15378,15031,13832
1,SH0045-KG,13.693,13.725,SH0045,SH,45,14,227,36750,4,2,75,114,6,87,2019,37708,37708,9.9,3733,12,0.032,0.192,1206.656,119.456,37708,36861,36861,38638
1,SH0045-KG,1.6640000000000001,1.896,SH0045,SH,45,14,227,2100,4,4,65,50,4,60,2019,22674,22674,2.7,615,12,0.23199999999999998,0.9279999999999999,5260.368,142.68,16410,15867,16546,16495
1,SH0045-KG,46.222,46.401,SH0045,SH,45,14,227,29430,4,2,75,62,4,48,2019,15510,15510,36.3,5632,12,0.179,0.716,2776.29,1008.128,15510,15378,15031,13832
1,SH0045-KG,51.77,52.236999999999995,SH0045,SH,45,14,227,0,4,2,75,62,4,48,2019,20646,20646,31.2,6443,12,0.467,1.868,9641.681999999999,3008.881,18476,17693,17533,14515
1,SH0045-KG,0.8079999999999999,0.934,SH0045,SH,45,14,227,2100,4,4,65,41,4,75,2019,22674,22674,2.7,615,12,0.126,0.504,2856.9240000000004,77.49,16410,15867,16546,16495
1,SH0045-KG,48.666000000000004,48.67100000000001,SH0045,SH,45,14,227,0,4,2,75,62,4,48,2019,19709,19709,32.1,6329,12,0.005,0.02,98.545,31.645,18474,17691,17645,15161
1,SH0045-KG,0.713,0.723,SH0045,SH,45,14,227,2100,4,4,65,50,4,60,2019,22674,22674,2.7,615,12,0.01,0.04,226.74,6.15,16410,15867,16546,16495
1,SH0045-KG,15.242,15.300999999999998,SH0045,SH,45,14,227,32580,4,2,75,112,4,48,2019,23290,23290,6.4,1491,12,0.059000000000000004,0.23600000000000002,1374.11,87.969,23290,22957,22957,24355
1,SH0045-KG,0.934,0.99,SH0045,SH,45,14,227,2100,4,4,65,50,4,66,2019,22674,22674,2.7,615,12,0.055999999999999994,0.22399999999999998,1269.744,34.44,16410,15867,16546,16495
1,SH0045-KG,0.991,1.015,SH0045,SH,45,14,227,2100,4,4,65,50,4,66,2019,22674,22674,2.7,615,12,0.024,0.096,544.1759999999999,14.76,16410,15867,16546,16495
1,SH0045-KG,14.369000000000002,14.407,SH0045,SH,45,14,227,32580,4,2,75,114,10,87,2019,23290,23290,6.4,1491,12,0.038,0.38,885.02,56.658,23290,22957,22957,24355
1,SH0045-KG,46.401,46.443000000000005,SH0045,SH,45,14,227,0,4,2,75,62,4,48,2019,15510,15510,36.3,5632,12,0.042,0.168,651.42,236.544,15510,15378,15031,13832
1,SH0045-KG,2.59,2.5989999999999998,SH0045,SH,45,14,227,0,4,4,65,50,4,60,2019,22674,22674,2.7,615,12,0.009000000000000001,0.036000000000000004,204.06599999999997,5.535,16410,15867,16546,16495
1,SH0045-KG,48.674,48.81399999999999,SH0045,SH,45,14,227,10170,4,2,75,62,4,48,2019,19709,19709,32.1,6329,12,0.14,0.56,2759.26,886.06,18474,17691,17645,15161
1,SH0045-KG,1.896,2.59,SH0045,SH,45,14,227,2100,4,4,65,50,4,60,2019,22674,22674,2.7,615,12,0.6940000000000001,2.7760000000000002,15735.756000000001,426.81,16410,15867,16546,16495
1,SH0045-KG,48.5,48.636,SH0045,SH,45,14,227,0,4,2,75,62,4,48,2019,15510,15510,36.3,5632,12,0.136,0.544,2109.36,765.952,15510,15378,15031,13832
1,SH0045-KG,52.236999999999995,52.763000000000005,SH0045,SH,45,14,227,0,4,2,75,62,4,48,2019,20646,20646,31.2,6443,12,0.526,2.104,10859.796,3389.018,18476,17693,17533,14515
1,SH0045-KG,13.725,14.003,SH0045,SH,45,14,227,32580,4,2,75,114,6,87,2019,37708,37708,9.9,3733,12,0.278,1.6680000000000001,10482.824,1037.774,37708,36861,36861,38638
1,SH0045-KG,46.964,47.153999999999996,SH0045,SH,45,14,227,0,4,2,75,62,4,48,2019,15510,15510,36.3,5632,12,0.19,0.76,2946.9,1070.08,15510,15378,15031,13832
1,SH0045-KG,48.81399999999999,50.05,SH0045,SH,45,14,227,10170,4,2,75,62,4,48,2019,19709,19709,32.1,6329,12,1.236,4.944,24360.324,7822.644,18474,17691,17645,15161
1,SH0045-KG,46.443000000000005,46.606,SH0045,SH,45,14,227,29430,4,2,75,62,4,48,2019,15510,15510,36.3,5632,12,0.163,0.652,2528.13,918.0160000000001,15510,15378,15031,13832
1,SH0045-KG,14.44,15.242,SH0045,SH,45,14,227,32580,4,2,75,112,4,48,2019,23290,23290,6.4,1491,12,0.802,3.208,18678.58,1195.782,23290,22957,22957,24355
1,SH0045-KG,15.364,15.850999999999999,SH0045,SH,45,14,227,32580,4,2,75,62,4,48,2019,23290,23290,6.4,1491,12,0.48700000000000004,1.9480000000000002,11342.23,726.117,23290,22957,22957,24355
1,SH0045-KG,52.763000000000005,53.144,SH0045,SH,45,14,227,0,4,2,75,62,4,48,2019,20646,20646,31.2,6443,12,0.381,1.524,7866.126,2454.783,18476,17693,17533,14515
1,SH0045-KG,46.86,46.964,SH0045,SH,45,14,227,0,4,2,75,62,4,48,2019,15510,15510,36.3,5632,12,0.10400000000000001,0.41600000000000004,1613.04,585.7280000000001,15510,15378,15031,13832
1,SH0045-KG,15.300999999999998,15.364,SH0045,SH,45,14,227,32580,4,2,75,62,4,48,2019,23290,23290,6.4,1491,12,0.063,0.252,1467.27,93.93299999999999,23290,22957,22957,24355
1,SH0045-KG,45.705,46.222,SH0045,SH,45,14,227,29430,4,2,75,62,4,48,2019,15510,15510,36.3,5632,12,0.517,2.068,8018.67,2911.744,15510,15378,15031,13832
1,SH0045-KG,53.42100000000001,53.553999999999995,SH0045,SH,45,14,227,2100,4,2,75,62,4,48,2019,20646,20646,31.2,6443,12,0.133,0.532,2745.9179999999997,856.919,18476,17693,17533,14515
1,SH0045-KG,14.407,14.44,SH0045,SH,45,14,227,32580,4,2,75,112,10,48,2019,23290,23290,6.4,1491,12,0.033,0.33,768.57,49.203,23290,22957,22957,24355
1,SH0045-KG,0.174,0.228,SH0045,SH,45,14,227,2100,4,4,65,46,4,64,2019,22674,22674,2.7,615,12,0.054000000000000006,0.21600000000000003,1224.396,33.21,16410,15867,16546,16495
1,SH0045-KG,14.003,14.177999999999999,SH0045,SH,45,14,227,32580,4,2,75,114,7,87,2019,37708,37708,9.9,3733,12,0.175,1.225,6598.9,653.275,37708,36861,36861,38638
1,SH0045-KG,53.144,53.42100000000001,SH0045,SH,45,14,227,0,4,2,75,62,4,48,2019,20646,20646,31.2,6443,12,0.27699999999999997,1.1079999999999999,5718.941999999999,1784.711,18476,17693,17533,14515
1,SH0045-KG,46.606,46.86,SH0045,SH,45,14,227,29430,4,2,75,62,4,48,2019,15510,15510,36.3,5632,12,0.254,1.016,3939.54,1430.5279999999998,15510,15378,15031,13832
1,SH0045-KG,0.228,0.713,SH0045,SH,45,14,227,2100,4,4,65,46,4,64,2019,22674,22674,2.7,615,12,0.485,1.94,10996.89,298.275,16410,15867,16546,16495
1,SH0045-KG,0.769,0.8079999999999999,SH0045,SH,45,14,227,2100,4,4,65,50,4,66,2019,22674,22674,2.7,615,12,0.039,0.156,884.2860000000001,23.985,16410,15867,16546,16495
1,SH0045-KG,48.636,48.666000000000004,SH0045,SH,45,14,227,0,4,2,75,62,4,48,2019,15510,15510,36.3,5632,12,0.03,0.12,465.3,168.96,15510,15378,15031,13832
1,SH0045-KG,14.177999999999999,14.369000000000002,SH0045,SH,45,14,227,32580,4,2,75,114,10,87,2019,37708,37708,9.9,3733,12,0.191,1.91,7202.228,713.003,37708,36861,36861,38638
1,SH0045-KG,50.05,50.076,SH0045,SH,45,14,227,10170,4,2,75,62,4,48,2019,19709,19709,32.1,6329,12,0.026000000000000002,0.10400000000000001,512.434,164.554,18474,17691,17645,15161
1,SH0045-KG,50.076,51.745,SH0045,SH,45,14,227,0,4,2,75,62,4,48,2019,19709,19709,32.1,6329,12,1.669,6.676,32894.321,10563.101,18474,17691,17645,15161
1,SH0071-KG,109.81200000000001,110.11399999999999,SH0071,SH,71,14,227,0,4,3,50,8,4,62,2019,50949,50949,3.1,1558,15,0.302,1.208,15386.598,470.51599999999996,50310,46304,46390,40345
1,SH0071-KG,130.812,130.94799999999998,SH0071,SH,71,14,227,2100,4,3,65,250,6,108,2019,53382,53382,8.0,4289,12,0.136,0.816,7259.951999999999,583.304,53382,50198,47276,50716
1,SH0071-KG,97.905,97.964,SH0071,SH,71,14,227,0,1,3,55,3,4,48,2019,39293,39293,3.3,1296,11,0.059000000000000004,0.23600000000000002,2318.2870000000003,76.464,37755,33346,33551,29420
1,SH0071-KG,127.744,127.749,SH0071,SH,71,14,227,2100,4,2,65,62,5,62,2019,95090,95090,5.5,5192,12,0.005,0.025,475.45,25.96,95090,82989,83332,79197
1,SH0071-KG,124.479,124.5,SH0071,SH,71,14,227,2100,4,2,70,64,8,96,2019,85342,85342,5.7,4878,12,0.021,0.168,1792.182,102.43799999999999,85342,83757,83757,67791
1,SH0071-KG,135.064,135.7,SH0071,SH,71,14,227,0,1,3,70,44,4,70,2019,53382,53382,8.0,4289,12,0.636,2.544,33950.952000000005,2727.804,53382,50198,47276,50716
1,SH0071-KG,112.459,112.46700000000001,SH0071,SH,71,14,227,0,4,3,60,8,4,38,2019,50949,50949,3.1,1558,12,0.008,0.032,407.592,12.464,50310,46304,46390,40345
1,SH0071-KG,129.091,129.097,SH0071,SH,71,14,227,2100,4,2,65,12,6,92,2019,66025,66025,6.4,4253,12,0.006,0.036000000000000004,396.15,25.518,66025,66265,62162,62382
1,SH0071-KG,97.714,97.90100000000001,SH0071,SH,71,14,227,0,1,3,65,3,4,48,2019,15597,15597,5.1,792,11,0.187,0.748,2916.639,148.10399999999998,15560,14503,14106,13687
1,SH0071-KG,97.90100000000001,97.902,SH0071,SH,71,14,227,0,1,3,65,3,4,48,2019,39293,39293,3.3,1296,11,0.001,0.004,39.293,1.296,37755,33346,33551,29420
1,SH0071-KG,137.453,137.563,SH0071,SH,71,14,227,0,1,3,70,46,4,64,2019,40357,40357,9.4,3777,12,0.11,0.44,4439.27,415.47,41913,40009,36888,34035
1,SH0071-KG,127.855,127.973,SH0071,SH,71,14,227,2100,4,2,65,62,5,62,2019,95090,95090,5.5,5192,12,0.11800000000000001,0.59,11220.62,612.656,95090,82989,83332,79197
1,SH0071-KG,132.158,132.16299999999998,SH0071,SH,71,14,227,0,4,3,65,29,4,76,2019,53382,53382,8.0,4289,12,0.005,0.02,266.91,21.445,53382,50198,47276,50716
1,SH0071-KG,127.365,127.37,SH0071,SH,71,14,227,2100,4,2,65,62,6,72,2019,70740,70740,6.2,4407,12,0.005,0.03,353.7,22.035,70740,69155,69155,58251
1,SH0071-KG,133.636,134.991,SH0071,SH,71,14,227,0,1,3,70,44,4,70,2019,53382,53382,8.0,4289,12,1.355,5.42,72332.61,5811.595,53382,50198,47276,50716
1,SH0071-KG,124.475,124.479,SH0071,SH,71,14,227,2100,4,2,70,64,8,96,2019,122565,122565,5.0,6083,12,0.004,0.032,490.26,24.331999999999997,122565,120980,120980,105014
1,SH0071-KG,129.04,129.041,SH0071,SH,71,14,227,2100,4,2,65,12,6,94,2019,66025,66025,6.4,4253,12,0.001,0.006,66.025,4.253,66025,66265,62162,62382
1,SH0071-KG,108.436,108.45200000000001,SH0071,SH,71,14,227,3330,4,3,50,5,4,44,2019,38713,38713,3.3,1283,11,0.016,0.064,619.408,20.528000000000002,38587,34303,37596,33013
1,SH0071-KG,128.607,128.624,SH0071,SH,71,14,227,2100,4,3,65,40,7,104,2019,95090,95090,5.5,5192,12,0.017,0.11900000000000001,1616.53,88.264,95090,82989,83332,79197
1,SH0071-KG,97.54,97.624,SH0071,SH,71,14,227,0,1,3,65,3,4,48,2019,15597,15597,5.1,792,11,0.084,0.336,1310.1480000000001,66.528,15560,14503,14106,13687
1,SH0071-KG,125.885,125.895,SH0071,SH,71,14,227,2100,4,2,70,64,8,96,2019,70740,70740,6.2,4407,12,0.01,0.08,707.4,44.07,70740,69155,69155,58251
1,SH0071-KG,132.077,132.078,SH0071,SH,71,14,227,0,4,3,65,8,4,70,2019,53382,53382,8.0,4289,12,0.001,0.004,53.382,4.289,53382,50198,47276,50716
1,SH0071-KG,110.176,110.661,SH0071,SH,71,14,227,0,4,3,50,8,4,62,2019,50949,50949,3.1,1558,15,0.485,1.94,24710.265,755.63,50310,46304,46390,40345
1,SH0071-KG,129.374,129.407,SH0071,SH,71,14,227,2100,4,2,65,12,4,92,2019,66025,66025,6.4,4253,12,0.033,0.132,2178.825,140.349,66025,66265,62162,62382
1,SH0071-KG,103.31,103.448,SH0071,SH,71,14,227,0,1,3,55,5,4,62,2019,39293,39293,3.3,1296,15,0.138,0.552,5422.434,178.84799999999998,37755,33346,33551,29420
1,SH0071-KG,129.295,129.374,SH0071,SH,71,14,227,2100,4,2,65,12,4,92,2019,66025,66025,6.4,4253,12,0.079,0.316,5215.975,335.98699999999997,66025,66265,62162,62382
1,SH0071-KG,106.311,106.428,SH0071,SH,71,14,227,0,4,3,55,5,4,44,2019,39293,39293,3.3,1296,11,0.11699999999999999,0.46799999999999997,4597.281,151.632,37755,33346,33551,29420
1,SH0071-KG,127.749,127.855,SH0071,SH,71,14,227,2100,4,2,65,62,5,62,2019,95090,95090,5.5,5192,12,0.106,0.53,10079.54,550.352,95090,82989,83332,79197
1,SH0071-KG,97.964,97.97200000000001,SH0071,SH,71,14,227,0,1,3,55,2,4,44,2019,39293,39293,3.3,1296,11,0.008,0.032,314.344,10.368,37755,33346,33551,29420
1,SH0071-KG,123.68299999999999,124.204,SH0071,SH,71,14,227,2100,4,2,70,52,6,72,2019,122565,122565,5.0,6083,12,0.521,3.1260000000000003,63856.365,3169.243,122565,120980,120980,105014
1,SH0071-KG,132.30200000000002,132.33700000000002,SH0071,SH,71,14,227,0,4,3,70,29,4,76,2019,53382,53382,8.0,4289,12,0.035,0.14,1868.37,150.115,53382,50198,47276,50716
1,SH0071-KG,108.65899999999999,108.665,SH0071,SH,71,14,227,3330,4,3,50,2,4,66,2019,37698,37698,3.3,1261,12,0.006,0.024,226.188,7.566,51884,48183,48530,46771
1,SH0071-KG,129.227,129.22799999999998,SH0071,SH,71,14,227,2100,4,2,65,12,5,92,2019,66025,66025,6.4,4253,12,0.001,0.005,66.025,4.253,66025,66265,62162,62382
1,SH0071-KG,103.191,103.29799999999999,SH0071,SH,71,14,227,0,1,3,55,5,4,62,2019,39293,39293,3.3,1296,15,0.107,0.428,4204.351,138.672,37755,33346,33551,29420
1,SH0071-KG,128.096,128.141,SH0071,SH,71,14,227,2100,4,2,65,48,8,96,2019,95090,95090,5.5,5192,12,0.045,0.36,4279.05,233.64,95090,82989,83332,79197
1,SH0071-KG,137.817,137.916,SH0071,SH,71,14,227,0,1,3,70,68,4,52,2019,40357,40357,9.4,3777,12,0.099,0.396,3995.343,373.923,41913,40009,36888,34035
1,SH0071-KG,125.895,126.12899999999999,SH0071,SH,71,14,227,2100,4,2,70,64,8,96,2019,70740,70740,6.2,4407,12,0.23399999999999999,1.8719999999999999,16553.16,1031.238,70740,69155,69155,58251
1,SH0071-KG,128.303,128.4,SH0071,SH,71,14,227,2100,4,3,65,48,8,96,2019,95090,95090,5.5,5192,12,0.09699999999999999,0.7759999999999999,9223.73,503.624,95090,82989,83332,79197
1,SH0071-KG,125.79,125.825,SH0071,SH,71,14,227,2100,4,2,70,64,8,96,2019,85342,85342,5.7,4878,12,0.035,0.28,2986.97,170.73,85342,83757,83757,67791
1,SH0071-KG,132.078,132.08,SH0071,SH,71,14,227,0,4,3,65,8,4,70,2019,53382,53382,8.0,4289,12,0.002,0.008,106.764,8.578,53382,50198,47276,50716
1,SH0071-KG,108.463,108.65700000000001,SH0071,SH,71,14,227,3330,4,3,50,2,4,66,2019,38713,38713,3.3,1283,12,0.19399999999999998,0.7759999999999999,7510.321999999999,248.90200000000002,38587,34303,37596,33013
1,SH0071-KG,129.05700000000002,129.091,SH0071,SH,71,14,227,2100,4,2,65,12,6,92,2019,66025,66025,6.4,4253,12,0.034,0.204,2244.85,144.602,66025,66265,62162,62382
1,SH0071-KG,99.946,101.439,SH0071,SH,71,14,227,0,1,3,55,2,4,44,2019,39293,39293,3.3,1296,11,1.493,5.972,58664.449,1934.9279999999999,37755,33346,33551,29420
