ID,RIA_RTE_ID,FRM_DFO,TO_DFO,HWY,HSYS,HNUM,DI,CO,CITY,RU,F_SYSTEM,SPD_MAX,HP_MED_W,NUM_LANES,SUR_W,ADT_YEAR,ADT_CUR,ADT_ADJ,TRK_AADT_PCT,AADT_TRUCKS,LANE_WIDTH,LEN_SEC,LN_MILES,DVMT,DTRKVMT,top10,Corridor_ID,Shape_Length
132,IH0010-KG,759.5930000000001,759.788,IH0010,IH,10,12,102,40500,4,1,55,20,8,123,2019,320892,320892,5.9,18946,11,0.195,1.56,62573.94,3694.47,9,8,0.195901
133,IH0010-KG,759.788,760.097,IH0010,IH,10,12,102,19750,4,1,55,20,8,123,2019,320892,320892,5.9,18946,11,0.309,2.472,99155.62800000001,5854.314,9,9,0.30921
134,IH0010-KG,760.097,760.185,IH0010,IH,10,12,102,19750,4,1,55,20,8,123,2019,320892,320892,5.9,18946,11,0.08800000000000001,0.7040000000000001,28238.496,1667.2479999999998,9,10,0.08805
135,IH0010-KG,760.185,760.6010000000001,IH0010,IH,10,12,102,19750,4,1,55,4,10,156,2019,320892,320892,5.9,18946,12,0.41600000000000004,4.16,133491.072,7881.536,9,11,0.41643100000000005
136,IH0010-KG,760.6010000000001,760.7860000000001,IH0010,IH,10,12,102,19750,4,1,55,20,10,154,2019,320892,320892,5.9,18946,12,0.185,1.85,59365.02,3505.01,9,12,0.185412
137,IH0010-KG,760.7860000000001,760.828,IH0010,IH,10,12,102,19750,4,1,55,20,10,154,2019,320892,320892,5.9,18946,12,0.042,0.42,13477.464,795.732,9,13,0.042065
138,IH0010-KG,760.828,761.17,IH0010,IH,10,12,102,19750,4,1,55,40,10,124,2019,320892,320892,5.9,18946,12,0.342,3.42,109745.064,6479.531999999999,9,14,0.342416
139,IH0010-KG,761.17,761.6560000000001,IH0010,IH,10,12,102,19750,4,1,55,40,10,120,2019,320892,320892,5.9,18946,12,0.486,4.86,155953.512,9207.756,9,15,0.48718100000000003
140,IH0010-KG,761.6560000000001,761.804,IH0010,IH,10,12,102,19750,4,1,55,40,10,120,2019,320892,320892,5.9,18946,12,0.14800000000000002,1.48,47492.015999999996,2804.008,9,16,0.148608
141,IH0010-KG,761.804,761.806,IH0010,IH,10,12,102,19750,4,1,55,40,10,120,2019,273454,273454,6.4,17544,12,0.002,0.02,546.908,35.088,9,17,0.002009
142,IH0045-KG,48.891999999999996,49.313,IH0045,IH,45,12,102,19750,4,1,60,26,8,104,2019,208379,208379,4.8,10094,12,0.42100000000000004,3.3680000000000003,87727.55900000001,4249.5740000000005,10,1,0.42158500000000004
143,IH0045-KG,49.313,49.843,IH0045,IH,45,12,102,19750,4,1,60,26,8,104,2019,208555,208555,4.8,10098,12,0.53,4.24,110534.15,5351.94,10,2,0.531486
144,IH0045-KG,49.843,50.0,IH0045,IH,45,12,102,19750,4,1,55,26,10,134,2019,208555,208555,4.8,10098,11,0.157,1.57,32743.135,1585.386,10,3,0.15729300000000002
145,IH0045-KG,50.0,50.038999999999994,IH0045,IH,45,12,102,19750,4,1,60,22,10,134,2019,208555,208555,4.8,10098,11,0.039,0.39,8133.645,393.82199999999995,10,4,0.038949
146,IH0045-KG,50.038999999999994,50.129,IH0045,IH,45,12,102,19750,4,1,60,22,6,82,2019,208555,208555,4.8,10098,12,0.09,0.54,18769.95,908.82,10,5,0.090002
147,IH0045-KG,50.129,50.235,IH0045,IH,45,12,102,19750,4,1,60,22,6,82,2019,208555,208555,4.8,10098,12,0.106,0.636,22106.83,1070.388,10,6,0.106326
148,IH0045-KG,50.235,50.236000000000004,IH0045,IH,45,12,102,19750,4,1,60,22,6,72,2019,208555,208555,4.8,10098,12,0.001,0.006,208.555,10.097999999999999,10,7,0.001003
149,IH0045-KG,50.236000000000004,50.482,IH0045,IH,45,12,102,19750,4,1,60,22,6,72,2019,208555,208555,4.8,10098,12,0.24600000000000002,1.476,51304.53,2484.1079999999997,10,8,0.246456
150,IH0045-KG,50.482,51.599,IH0045,IH,45,12,102,19750,4,1,60,26,10,120,2019,208555,208555,4.8,10098,12,1.117,11.17,232955.935,11279.466,10,9,1.118459
151,IH0045-KG,51.599,51.6,IH0045,IH,45,12,102,19750,4,1,60,26,10,120,2019,208555,208555,4.8,10098,12,0.001,0.01,208.555,10.097999999999999,10,10,0.001
