REC,RIA_RTE_ID,FRM_DFO,TO_DFO,HWY,HSYS,HNUM,DI,CO,CITY,RU,F_SYSTEM,SPD_MAX,HP_MED_W,NUM_LANES,SUR_W,ADT_YEAR,ADT_CUR,ADT_ADJ,TRK_AADT_PCT,AADT_TRUCKS,LANE_WIDTH,LEN_SEC,LN_MILES,DVMT,DTRKVMT,top10,ID,Corridor_ID,Shape_Length
1,IH0045-KG,48.892,49.313,IH0045,IH,45,12,102,19750,4,1,60,26,8,104,2019,208379,208379,4.8,10094,12,0.421,3.368,87727.559,4249.574,10,142,1,0.421585
1,IH0045-KG,49.313,49.843,IH0045,IH,45,12,102,19750,4,1,60,26,8,104,2019,208555,208555,4.8,10098,12,0.53,4.24,110534.15,5351.94,10,143,2,0.531486
1,IH0045-KG,49.843,50,IH0045,IH,45,12,102,19750,4,1,55,26,10,134,2019,208555,208555,4.8,10098,11,0.157,1.57,32743.135,1585.386,10,144,3,0.157293
1,IH0045-KG,50,50.039,IH0045,IH,45,12,102,19750,4,1,60,22,10,134,2019,208555,208555,4.8,10098,11,0.039,0.39,8133.645,393.822,10,145,4,0.038949
1,IH0045-KG,50.039,50.129,IH0045,IH,45,12,102,19750,4,1,60,22,6,82,2019,208555,208555,4.8,10098,12,0.09,0.54,18769.95,908.82,10,146,5,0.090002
1,IH0045-KG,50.129,50.235,IH0045,IH,45,12,102,19750,4,1,60,22,6,82,2019,208555,208555,4.8,10098,12,0.106,0.636,22106.83,1070.388,10,147,6,0.106326
1,IH0045-KG,50.235,50.236,IH0045,IH,45,12,102,19750,4,1,60,22,6,72,2019,208555,208555,4.8,10098,12,0.001,0.006,208.555,10.098,10,148,7,0.001003
1,IH0045-KG,50.236,50.482,IH0045,IH,45,12,102,19750,4,1,60,22,6,72,2019,208555,208555,4.8,10098,12,0.246,1.476,51304.53,2484.108,10,149,8,0.246456
1,IH0045-KG,50.482,51.599,IH0045,IH,45,12,102,19750,4,1,60,26,10,120,2019,208555,208555,4.8,10098,12,1.117,11.17,232955.935,11279.466,10,150,9,1.118459
1,IH0045-KG,51.599,51.6,IH0045,IH,45,12,102,19750,4,1,60,26,10,120,2019,208555,208555,4.8,10098,12,0.001,0.01,208.555,10.098,10,151,10,0.001
