Crash_ID,Cnty_ID,City_ID,Latitude,Longitude,Hwy_Sys,Hwy_Nbr,Dfo,Street_Name,Onsys_Fl,Rural_Fl,Shldr_Width_Left,Shldr_Width_Right,Median_Width,Nbr_Of_Lane,Func_Sys_ID,Curve_Type_ID
15122104,101,208,29.73565963,-95.34750447,IH,45,44.994,IH0045,Y,N,0,24,6,6,11,1
15123617,101,208,29.75746848,-95.37470325,IH,45,47.345,IH0045,Y,N,0,22,3,8,11,0
15123889,101,208,29.73610088,-95.34820025,IH,45,45.045,IH0045,Y,N,0,24,6,6,11,0
15124243,101,208,29.73562293,-95.34744661,IH,45,44.989,IH0045,Y,N,0,24,6,6,11,1
15124443,101,208,29.73074755,-95.34092157,IH,45,44.474,IH0045,Y,N,0,24,20,8,11,0
15124687,101,208,29.75484399,-95.37468876,IH,45,47.163999999999994,IH0045,Y,N,0,22,3,8,11,1
15124717,101,208,29.71513748,-95.31538391,IH,45,42.601000000000006,IH0045,Y,N,0,24,20,8,11,0
15124848,101,208,29.71513748,-95.31538391,IH,45,42.601000000000006,IH0045,Y,N,0,24,20,8,11,0
15125870,101,208,29.71078245,-95.30880238,IH,45,42.106,IH0045,Y,N,0,24,20,8,11,0
15125989,101,208,29.71578586,-95.31639577,IH,45,42.677,IH0045,Y,N,0,24,20,8,11,0
15126641,101,208,29.7154603,-95.3158865,IH,45,42.638999999999996,IH0045,Y,N,0,24,20,8,11,0
15127774,101,208,29.76368705,-95.36946337,IH,45,47.916000000000004,IH0045,Y,N,0,20,3,10,11,0
15128815,101,208,29.7404461,-95.35501167,IH,45,45.551,IH0045,Y,N,0,24,6,6,11,0
15129007,101,208,29.71076477,-95.30877602,IH,45,42.104,IH0045,Y,N,0,24,20,8,11,0
15129387,101,208,29.76365935,-95.36952755,IH,45,47.912,IH0045,Y,N,0,20,3,10,11,0
15129713,101,208,29.75323378,-95.37462936,IH,45,47.053000000000004,IH0045,Y,N,0,22,3,8,11,1
15129734,101,208,29.75528219,-95.37469118,IH,45,47.193999999999996,IH0045,Y,N,0,22,3,8,11,1
15133787,101,208,29.74571851,-95.36502234,IH,45,46.255,IH0045,Y,N,20,20,28,8,11,0
15133926,101,208,29.72810773,-95.33690221,IH,45,44.172,IH0045,Y,N,0,24,20,8,11,0
15134112,101,208,29.71340895,-95.31269383,IH,45,42.401,IH0045,Y,N,0,24,20,8,11,0
15134291,101,208,29.73722972,-95.34998024,IH,45,45.177,IH0045,Y,N,0,24,6,6,11,0
15135797,101,208,29.72574224,-95.33323345,IH,45,43.898,IH0045,Y,N,0,24,20,8,11,0
15136756,101,208,29.76509025,-95.36744792,IH,45,48.073,IH0045,Y,N,0,20,3,8,11,1
15136833,101,208,29.70317021,-95.29730673,IH,45,41.24,IH0045,Y,N,0,24,20,8,11,0
15137237,101,208,29.76363194,-95.36959105,IH,45,47.908,IH0045,Y,N,0,20,3,10,11,0
15137316,101,208,29.73594785,-95.34795894,IH,45,45.027,IH0045,Y,N,0,24,6,6,11,1
15137400,101,208,29.73562985,-95.34745751,IH,45,44.99,IH0045,Y,N,0,24,6,6,11,1
15137642,101,208,29.74081088,-95.35557687,IH,45,45.593999999999994,IH0045,Y,N,0,24,6,6,11,0
15137882,101,208,29.77031717,-95.36545013,IH,45,48.456,IH0045,Y,N,0,20,26,8,11,0
15138264,101,208,29.70759283,-95.30405148,IH,45,41.746,IH0045,Y,N,0,24,20,8,11,1
15138380,101,208,29.7148091,-95.31486793,IH,45,42.563,IH0045,Y,N,0,24,20,8,11,0
15140734,101,208,29.70218077,-95.29576692,IH,45,41.125,IH0045,Y,N,0,24,20,8,11,0
15141701,101,208,29.73168635,-95.34213236,IH,45,44.571000000000005,IH0045,Y,N,0,24,20,8,11,1
15143033,101,208,29.69933954,-95.29146102,IH,45,40.801,IH0045,Y,N,0,24,20,8,11,1
